Date,Include?,Country,City,Utilization_Tests,Adobe_Engaged Visits,Adobe_Unique Visitors,SearchTrend_Value,Email_Opens,Sales_Calls,Utilization_InstCount,Utilization_MemberCount
3/1/2020,1,France,LIBOURNE,6770,107,507,4536277,8,12,2,1
3/1/2020,1,France,TINTENIAC,6272,99,470,4202589,7,11,2,1
3/1/2020,1,France,MORTAGNE SUR SEVRE,4915,78,368,3293324,6,9,4,2
3/1/2020,1,France,ST MARTIN D HERES,5008,79,375,3355639,6,9,2,1
3/1/2020,1,France,BOULOGNE,3477,55,260,2329784,4,6,2,1
3/1/2020,1,France,SAINT DENIS,20996,333,1573,14068489,25,37,1,1
3/1/2020,1,France,NICE,4566,72,342,3059474,5,8,2,1
3/1/2020,1,Germany,Bremen,4401,31,136,2360125,77,4,2,1
3/1/2020,1,Germany,Kiel,5756,40,177,3086771,101,5,4,3
3/1/2020,1,Germany,Mönchengladbach,23969,168,740,12853860,419,23,4,3
3/1/2020,1,Germany,Ludwigsburg,3967,28,122,2127384,70,4,3,2
3/1/2020,1,Germany,Hennigsdorf,55266,388,1706,29637509,967,52,18,11
3/1/2020,1,Germany,Stuttgart,6166,43,190,3306642,108,6,4,2
3/1/2020,1,Germany,Hamburg,26256,185,810,14080310,459,25,10,6
3/1/2020,1,Germany,Schüttorf,6411,45,198,3438028,111,6,3,1
3/1/2020,1,Germany,Memmingen,16130,113,498,8650038,283,15,5,2
3/1/2020,1,Germany,München,4285,30,132,2297918,74,4,4,4
3/1/2020,1,Germany,Aachen,6832,48,211,3663798,119,6,2,1
3/1/2020,1,Germany,Karlsruhe,2044,14,63,1096136,36,2,1,1
3/1/2020,1,Germany,Dresden,5781,41,179,3100178,101,5,4,2
3/1/2020,1,Germany,Frankfurt,7925,56,244,4249941,138,7,2,2
3/1/2020,1,Germany,Bamberg,5980,42,185,3206896,104,6,1,1
3/1/2020,1,Germany,Augsburg,29165,205,900,15640320,510,27,3,1
3/1/2020,1,Germany,Geesthacht,18173,128,561,9745638,318,17,3,1
3/1/2020,1,Germany,Baden-Baden,2877,20,89,1542849,51,3,1,1
3/1/2020,1,Germany,Villingen-Schwenningen,4453,31,137,2388011,77,4,2,1
3/1/2020,1,Germany,Berlin,18853,132,581,10110302,330,18,5,4
3/1/2020,1,Germany,Gießen,8381,59,259,4494481,148,8,2,1
3/1/2020,1,Germany,Düsseldorf,18217,128,562,9769234,319,17,4,2
3/1/2020,1,Germany,Erfurt,5818,41,180,3120020,101,5,3,2
3/1/2020,1,Germany,Leverkusen,9358,66,289,5018416,164,9,3,1
3/1/2020,1,Germany,Kaiserslautern,3319,23,102,1779881,58,3,2,1
3/1/2020,1,Germany,Potsdam,7114,50,219,3815026,125,7,3,1
3/1/2020,1,Germany,Koblenz,4141,29,128,2220695,72,4,1,1
3/1/2020,1,Germany,Leipzig,7140,50,220,3828969,125,7,3,1
3/1/2020,1,Germany,Dortmund,7925,56,244,4249941,138,7,2,1
3/1/2020,1,United Kingdom,Manchester,12849,779,3060,45274720,8,46,2,2
3/1/2020,1,United Kingdom,Kettering,22025,1335,5245,77607261,14,79,5,1
3/1/2020,1,United Kingdom,London,3762,228,896,13255778,2,14,2,1
3/1/2020,1,United Kingdom,Coventry,8878,538,2114,31282509,6,32,2,1
3/1/2020,1,United Kingdom,Scunthorpe,5293,320,1260,18650408,3,19,2,1
3/1/2020,1,United Kingdom,Ashford,11389,690,2712,40130266,8,41,2,1
3/1/2020,1,Italy,PORDENONE,2855,22,95,2444902,137,3,1,1
3/1/2020,1,Italy,BRESCIA,812,6,27,695363,39,1,1,1
3/1/2020,1,Italy,CUNEO,1900,15,63,1627080,92,2,2,1
3/1/2020,1,Italy,FIRENZE,2410,19,80,2063822,116,3,4,2
3/1/2020,1,Italy,MESSINA,2236,17,74,1914816,108,3,5,3
3/1/2020,1,Italy,BUDRIO,21450,165,713,18368875,1033,26,19,12
3/1/2020,1,Italy,TORINO,3419,26,114,2927887,164,4,5,3
3/1/2020,1,Italy,BAGGIOVARA MO,3954,30,131,3386039,190,5,1,1
3/1/2020,1,Italy,PAVIA,717,6,24,614009,35,1,5,3
3/1/2020,1,Italy,AVOLA SR,1424,11,47,1219453,69,2,2,2
3/1/2020,1,Italy,FERRARA,5234,40,174,4482177,252,6,2,1
3/1/2020,1,Italy,TREVISO,5846,45,194,5006268,281,7,4,2
3/1/2020,1,Italy,CITTADELLA PD,2995,23,100,2564792,144,4,2,2
3/1/2020,1,Italy,Milano,1408,11,46,1205752,68,2,3,2
3/1/2020,1,Italy,TRIESTE,3238,25,108,2772887,156,4,3,2
3/1/2020,1,Italy,UDINE,3332,26,111,2853384,160,4,3,2
3/1/2020,1,Italy,ROMA,3777,29,126,3234463,182,4,6,6
3/1/2020,1,Italy,CATANIA,3031,23,100,2595620,146,4,5,4
3/1/2020,1,Italy,LECCE,3005,23,100,2573355,144,4,2,2
3/1/2020,1,Italy,CUSANO MILANINO MI,1352,10,45,1157796,65,2,2,1
3/1/2020,1,Italy,PRATO,3527,27,117,3020374,169,4,2,1
3/1/2020,1,Italy,CHIETI,3143,24,104,2691533,152,4,1,1
3/1/2020,1,Italy,CATANZARO,1165,9,39,997657,56,1,3,2
3/1/2020,1,Italy,VIMERCATE,5312,41,177,4548973,256,6,5,3
3/1/2020,1,Italy,LIMENA PD,2900,22,96,2483438,140,3,3,2
3/1/2020,1,Italy,CELANO AQ,1668,13,55,1428405,81,2,3,1
3/1/2020,1,Italy,Monselice SCHIAVONIA PD,883,7,30,756164,43,1,1,1
3/1/2020,1,Italy,Parma,1768,14,59,1514041,85,2,2,2
3/1/2020,1,Italy,Loc. Zelarino - Mestre VE,2008,15,67,1719566,96,2,2,1
3/1/2020,1,Italy,GUIDONIA,2031,16,68,1739263,98,2,1,1
3/1/2020,1,Italy,ALESSANDRIA,1871,14,62,1602245,90,2,2,2
3/1/2020,1,Italy,ATRI TE,10489,81,349,8982337,505,12,2,1
3/1/2020,1,Italy,VICENZA,4146,32,138,3550459,200,5,2,1
3/1/2020,1,Norway,Oslo,58568,8,23,9476586,17,15,7,2
3/1/2020,1,Norway,MOLDE,4086,1,2,661135,1,1,2,1
3/1/2020,1,Portugal,ALGÉS,4553,121,582,17388866,2617,153,1,1
3/1/2020,1,Spain,Palma De Mallorca (baleares),6043,18,81,6323764,25,42,3,2
3/1/2020,1,Spain,BILBAO (VIZCAYA),18943,58,254,19823112,77,131,4,1
3/1/2020,1,Spain,Madrid,24723,76,331,25871657,101,171,8,5
3/1/2020,1,Spain,CORNELLA (BARCELONA),8423,26,113,8814341,34,58,5,3
3/1/2020,1,Spain,Valencia,3806,12,51,3982831,16,26,3,3
3/1/2020,1,Spain,San Sebastian (guipuzcoa),5719,17,76,5984711,23,40,3,1
3/1/2020,1,Spain,VITORIA (ALAVA),3588,11,48,3754702,15,25,2,1
3/1/2020,1,Spain,ESPLUGUES DE LLOB.(BARCELONA),10822,33,145,11324801,44,75,1,1
3/1/2020,1,Spain,SANT CUGAT DEL VALLES(BARCELONA),7247,22,97,7583703,30,50,2,1
3/1/2020,1,Sweden,UPPSALA,4981,4,11,1541596,4,3,2,1
3/1/2020,1,Sweden,GÖTEBORG,7936,7,18,2456155,6,5,4,2
3/1/2020,1,Sweden,LUND,12097,11,27,3743965,10,7,1,1
3/1/2020,1,Sweden,VÄSTERÅS,8192,7,18,2535386,7,5,3,2
3/1/2020,1,Sweden,TÄBY,3555,3,8,1100256,3,2,2,1
3/1/2020,1,Sweden,HALMSTAD,4648,4,10,1438534,4,3,2,2
3/1/2020,1,Sweden,UMEÅ,3773,3,8,1167726,3,2,3,1
3/1/2020,1,Sweden,SUNDSVALL,20141,18,44,6233545,16,12,5,2
3/1/2020,1,Sweden,LINKÖPING,5124,5,11,1585854,4,3,2,1
3/1/2020,1,Sweden,JÖNKÖPING,4817,4,11,1490839,4,3,2,1
3/1/2020,1,Switzerland,LUZERN,7995,17,68,2287823,40,7,3,2
3/1/2020,1,Switzerland,BERN,4340,9,36,1241920,22,4,4,3
3/1/2020,1,Switzerland,Zürich,12606,27,106,3607291,64,11,5,4
3/1/2020,1,Switzerland,Lausanne,8599,18,72,2460661,43,7,4,1
3/1/2020,1,Switzerland,Dübendorf,4887,10,41,1398448,24,4,2,2
3/1/2020,1,Switzerland,Niederwangen,3256,7,28,931726,17,3,1,1
3/1/2020,1,Switzerland,Goldach,10624,23,89,3040129,54,9,4,1
3/1/2020,1,Switzerland,Pratteln,7045,15,60,2015974,35,6,2,1
3/1/2020,1,Netherlands,ROTTERDAM,5437,9,43,9534630,3,3,2,1
3/1/2020,1,Netherlands,UTRECHT,5540,9,44,9715257,3,4,3,2
3/1/2020,1,Netherlands,ZWOLLE,3097,5,24,5431074,2,2,2,1
3/1/2020,1,Netherlands,NIEUWEGEIN,5693,9,45,9983566,3,4,4,1
4/1/2020,1,Austria,Wien,30083,387,1253,4768381,353,10,17,7
4/1/2020,1,Austria,ST. PÖLTEN,159,2,7,25203,2,0,1,1
4/1/2020,1,Austria,SALZBURG,5508,71,229,873059,64,2,2,1
4/1/2020,1,Austria,Linz,8392,108,349,1330195,98,3,4,2
4/1/2020,1,Austria,Stolzalpe,2336,30,98,370274,27,1,1,1
4/1/2020,1,Austria,FELDKIRCH,2025,26,84,320978,24,1,2,1
4/1/2020,1,Austria,St. Pölten,2912,37,121,461574,34,1,2,1
4/1/2020,1,Belgium,ANTWERPEN,6732,62,199,2387903,0,1,2,1
4/1/2020,1,Belgium,MERELBEKE,3815,35,113,1353216,0,1,4,2
4/1/2020,1,Belgium,HERENTALS,11252,103,332,3991189,0,2,2,1
4/1/2020,1,Belgium,STEENOKKERZEEL,10066,92,297,3570503,0,2,6,5
4/1/2020,1,Belgium,SINT-TRUIDEN,13771,126,406,4884701,0,3,6,3
4/1/2020,1,Belgium,BRUXELLES,1588,15,47,563278,0,0,3,3
4/1/2020,1,Belgium,FERNELMONT,4978,46,147,1765743,0,1,2,1
4/1/2020,1,Belgium,OTTIGNIES,1050,10,31,372445,0,0,2,1
4/1/2020,1,Belgium,HEPPIGNIES,5658,52,167,2006945,0,1,3,1
4/1/2020,1,Belgium,LIEGE,3000,28,89,1064128,0,1,4,3
4/1/2020,1,Belgium,HORNU,1609,15,47,570727,0,0,3,2
4/1/2020,1,Belgium,LOUVAIN-LA-NEUVE,4223,39,125,1497937,0,1,2,1
4/1/2020,1,Belgium,AUDERGHEM,934,9,28,331298,0,0,2,1
4/1/2020,1,Czechia,Brno,3910,1,6,7818553,0,2,6,3
4/1/2020,1,Czechia,Praha,10668,4,18,21332051,0,5,11,8
4/1/2020,1,Denmark,Allerød,5909,3,5,981014,0,3,4,3
4/1/2020,1,Denmark,SLAGELSE,2360,1,2,391808,0,1,2,1
4/1/2020,1,Denmark,KØBENHAVN Ø,3178,2,3,527612,0,1,3,2
4/1/2020,1,Denmark,HOLSTEBRO,2104,1,2,349307,0,1,2,1
4/1/2020,1,Denmark,SILKEBORG,3998,2,3,663749,0,2,3,1
4/1/2020,1,Denmark,ODENSE C,2789,1,3,463030,0,1,2,1
4/1/2020,1,Denmark,HVIDOVRE,4326,2,3,718204,0,2,2,1
4/1/2020,1,Denmark,Sønderborg,2764,1,3,458880,0,1,3,1
4/1/2020,1,Denmark,AALBORG,3009,1,3,499555,0,1,2,1
4/1/2020,1,Denmark,NYKØBING,2948,1,3,489428,0,1,2,1
4/1/2020,1,Denmark,AARHUS N,4352,2,3,722520,0,2,3,2
4/1/2020,1,Denmark,Kolding,1839,1,2,305311,0,1,1,1
4/1/2020,1,Denmark,Århus N,3349,2,3,556002,0,1,2,1
4/1/2020,1,Denmark,Herlev,6343,3,6,1053066,0,3,2,2
4/1/2020,1,Estonia,TALLINN,9154,5,9,1398834,0,0,9,5
4/1/2020,1,Finland,HELSINKI,21077,11,39,6289644,0,2,9,4
4/1/2020,1,Finland,TURKU,5688,3,10,1697371,0,1,3,2
4/1/2020,1,Finland,TAMPERE,7579,4,14,2261670,0,1,3,1
4/1/2020,1,Finland,Oulu,5933,3,11,1770482,0,1,2,1
4/1/2020,1,France,LYON,20725,680,2257,30155392,0,14,8,3
4/1/2020,1,France,ST OUEN L'AUMONE,45402,1489,4945,66061042,0,30,9,1
4/1/2020,1,France,LILLE CEDEX,2301,75,250,3348012,0,2,3,2
4/1/2020,1,France,COQUELLES,3080,101,335,4481477,0,2,2,1
4/1/2020,1,France,MONTEVRAIN,3225,106,352,4692455,0,2,2,1
4/1/2020,1,France,LIBOURNE,3693,121,403,5373407,0,2,2,1
4/1/2020,1,France,TINTENIAC,4268,140,465,6210046,0,3,2,1
4/1/2020,1,France,MORTAGNE SUR SEVRE,2373,78,258,3452774,0,2,4,2
4/1/2020,1,France,ST MARTIN D HERES,3278,107,357,4769572,0,2,2,1
4/1/2020,1,France,BOULOGNE,1372,45,150,1996294,0,1,2,1
4/1/2020,1,France,SAINT DENIS,11442,375,1247,16648395,0,7,1,1
4/1/2020,1,France,NICE,2124,70,231,3090473,0,1,2,1
4/1/2020,1,Germany,Bremen,3741,28,97,2765798,55,3,2,1
4/1/2020,1,Germany,Kiel,4907,37,127,3627846,71,4,4,3
4/1/2020,1,Germany,Mönchengladbach,24176,180,623,17873813,350,20,4,3
4/1/2020,1,Germany,Ludwigsburg,3787,28,97,2799807,55,3,3,2
4/1/2020,1,Germany,Hennigsdorf,56385,421,1452,41686587,815,48,20,12
4/1/2020,1,Germany,Stuttgart,4532,34,116,3350601,66,4,4,2
4/1/2020,1,Germany,Hamburg,27662,206,713,20451084,400,23,10,6
4/1/2020,1,Germany,Schüttorf,5492,41,142,4060348,80,5,3,1
4/1/2020,1,Germany,Memmingen,15240,114,392,11267245,221,13,5,2
4/1/2020,1,Germany,München,4802,36,124,3550217,69,4,4,4
4/1/2020,1,Germany,Aachen,8969,67,231,6630966,129,8,2,1
4/1/2020,1,Germany,Karlsruhe,2485,19,64,1837211,36,2,1,1
4/1/2020,1,Germany,Dresden,6866,51,176,5076175,99,6,4,2
4/1/2020,1,Germany,Frankfurt,8613,64,221,6367768,124,7,2,2
4/1/2020,1,Germany,Bamberg,7002,52,180,5176722,102,6,1,1
4/1/2020,1,Germany,Augsburg,27146,202,699,20069595,392,23,3,1
4/1/2020,1,Germany,Geesthacht,16974,127,437,12549226,245,14,4,1
4/1/2020,1,Germany,Baden-Baden,3264,24,84,2413142,47,3,1,1
4/1/2020,1,Germany,Villingen-Schwenningen,4135,31,106,3057090,60,3,2,1
4/1/2020,1,Germany,Berlin,19270,144,496,14246706,278,16,5,4
4/1/2020,1,Germany,Gießen,11541,86,298,8532498,167,10,2,1
4/1/2020,1,Germany,Düsseldorf,21244,158,547,15706125,308,18,4,2
4/1/2020,1,Germany,Erfurt,5345,40,138,3951668,77,5,3,2
4/1/2020,1,Germany,Leverkusen,7831,58,202,5789619,112,7,3,1
4/1/2020,1,Germany,Kaiserslautern,3273,24,85,2419796,47,3,2,1
4/1/2020,1,Germany,Potsdam,6306,47,162,4662155,91,5,3,1
4/1/2020,1,Germany,Koblenz,4381,33,113,3238963,63,4,1,1
4/1/2020,1,Germany,Leipzig,7381,55,190,5456925,107,6,3,1
4/1/2020,1,Germany,Dortmund,7307,54,188,5402215,105,6,2,1
4/1/2020,1,United Kingdom,Manchester,1161,248,648,12352160,0,6,2,2
4/1/2020,1,United Kingdom,Kettering,6730,1438,3757,71602097,0,36,5,1
4/1/2020,1,United Kingdom,London,4511,963,2517,47993619,0,24,4,1
4/1/2020,1,United Kingdom,Coventry,2456,525,1372,26129978,0,13,2,1
4/1/2020,1,United Kingdom,Scunthorpe,1109,237,618,11798919,0,6,2,1
4/1/2020,1,United Kingdom,Ashford,2155,461,1203,22927566,0,11,2,1
4/1/2020,1,Italy,PORDENONE,1477,46,178,3931119,0,3,1,1
4/1/2020,1,Italy,BRESCIA,524,16,63,1394656,0,1,1,1
4/1/2020,1,Italy,CUNEO,868,27,104,2310231,0,2,2,1
4/1/2020,1,Italy,FIRENZE,1920,60,231,5110188,0,4,3,2
4/1/2020,1,Italy,MESSINA,743,23,90,1977536,0,2,3,2
4/1/2020,1,Italy,BUDRIO,9285,288,1117,24712551,0,19,18,11
4/1/2020,1,Italy,TORINO,1723,53,207,4585862,0,4,5,3
4/1/2020,1,Italy,BAGGIOVARA MO,603,19,73,1604918,0,1,1,1
4/1/2020,1,Italy,PAVIA,577,18,70,1535718,0,1,4,3
4/1/2020,1,Italy,AVOLA SR,875,27,106,2328862,0,2,2,2
4/1/2020,1,Italy,FERRARA,1575,49,189,4191951,0,3,2,1
4/1/2020,1,Italy,TREVISO,3809,118,458,10137868,0,8,4,2
4/1/2020,1,Italy,CITTADELLA PD,2347,73,283,6246673,0,5,2,2
4/1/2020,1,Italy,Milano,1008,31,121,2682849,0,2,3,2
4/1/2020,1,Italy,TRIESTE,1620,50,195,4311721,0,3,3,2
4/1/2020,1,Italy,UDINE,1689,52,203,4495369,0,3,2,2
4/1/2020,1,Italy,ROMA,1425,44,172,3792718,0,3,6,6
4/1/2020,1,Italy,CATANIA,696,22,83,1852443,0,1,5,4
4/1/2020,1,Italy,LECCE,1391,43,168,3702225,0,3,3,3
4/1/2020,1,Italy,CUSANO MILANINO MI,548,17,66,1458533,0,1,3,1
4/1/2020,1,Italy,PRATO,1765,55,213,4697647,0,4,2,1
4/1/2020,1,Italy,CHIETI,388,12,46,1032684,0,1,1,1
4/1/2020,1,Italy,CATANZARO,850,26,102,2262323,0,2,2,1
4/1/2020,1,Italy,VIMERCATE,2898,90,349,7713190,0,6,5,3
4/1/2020,1,Italy,LIMENA PD,1986,62,239,5285851,0,4,3,2
4/1/2020,1,Italy,CELANO AQ,1120,35,135,2980943,0,2,3,2
4/1/2020,1,Italy,Monselice SCHIAVONIA PD,673,21,81,1791227,0,1,1,1
4/1/2020,1,Italy,Parma,738,23,89,1964229,0,2,2,2
4/1/2020,1,Italy,Loc. Zelarino - Mestre VE,1009,31,121,2685510,0,2,2,1
4/1/2020,1,Italy,GUIDONIA,1502,47,181,3997658,0,3,1,1
4/1/2020,1,Italy,ALESSANDRIA,1354,42,163,3603747,0,3,2,2
4/1/2020,1,Italy,ATRI TE,704,22,85,1873736,0,1,2,1
4/1/2020,1,Italy,VICENZA,2203,68,265,5863409,0,5,2,1
4/1/2020,1,Norway,Oslo,55067,15,43,9951563,0,5,7,2
4/1/2020,1,Norway,MOLDE,3130,1,3,565645,0,0,2,1
4/1/2020,1,Portugal,ALGÉS,621,63,296,6186003,0,36,1,1
4/1/2020,1,Spain,Palma De Mallorca (baleares),867,17,65,3842128,0,21,2,2
4/1/2020,1,Spain,BILBAO (VIZCAYA),1922,37,143,8517382,0,46,3,1
4/1/2020,1,Spain,Madrid,3144,61,234,13932700,0,75,8,5
4/1/2020,1,Spain,CORNELLA (BARCELONA),2270,44,169,10059551,0,54,5,3
4/1/2020,1,Spain,Valencia,314,6,24,1391497,0,8,3,3
4/1/2020,1,Spain,San Sebastian (guipuzcoa),2220,43,165,9837975,0,53,3,1
4/1/2020,1,Spain,VITORIA (ALAVA),1172,23,87,5193742,0,28,2,1
4/1/2020,1,Spain,ESPLUGUES DE LLOB.(BARCELONA),1268,24,94,5619168,0,30,1,1
4/1/2020,1,Spain,SANT CUGAT DEL VALLES(BARCELONA),746,14,55,3305914,0,18,2,1
4/1/2020,1,Sweden,UPPSALA,4231,21,26,1790788,0,3,2,1
4/1/2020,1,Sweden,GÖTEBORG,4874,24,30,2062940,0,3,4,2
4/1/2020,1,Sweden,LUND,8096,40,49,3426665,0,5,1,1
4/1/2020,1,Sweden,VÄSTERÅS,6508,32,39,2754537,0,4,3,2
4/1/2020,1,Sweden,TÄBY,2729,13,16,1155060,0,2,2,1
4/1/2020,1,Sweden,HALMSTAD,4345,21,26,1839039,0,3,2,2
4/1/2020,1,Sweden,UMEÅ,2958,15,18,1251985,0,2,2,1
4/1/2020,1,Sweden,SUNDSVALL,12739,63,77,5391833,0,8,7,2
4/1/2020,1,Sweden,LINKÖPING,3843,19,23,1626565,0,2,2,1
4/1/2020,1,Sweden,JÖNKÖPING,3848,19,23,1628682,0,2,2,1
4/1/2020,1,Switzerland,LUZERN,5602,26,89,2474504,26,3,3,2
4/1/2020,1,Switzerland,BERN,3191,15,50,1409522,16,2,4,3
4/1/2020,1,Switzerland,Zürich,9521,45,152,4205598,45,6,5,4
4/1/2020,1,Switzerland,Lausanne,8361,39,133,3693205,39,5,4,1
4/1/2020,1,Switzerland,Dübendorf,4721,22,75,2085351,21,3,2,2
4/1/2020,1,Switzerland,Niederwangen,2244,11,36,991215,11,1,1,1
4/1/2020,1,Switzerland,Goldach,9716,46,155,4291733,45,6,4,1
4/1/2020,1,Switzerland,Pratteln,5488,26,88,2424149,26,3,2,1
4/1/2020,1,Netherlands,ROTTERDAM,1802,5,19,6020957,0,1,2,1
4/1/2020,1,Netherlands,UTRECHT,2466,7,27,8239556,0,2,3,2
4/1/2020,1,Netherlands,ZWOLLE,1539,5,17,5142205,0,1,2,1
4/1/2020,1,Netherlands,NIEUWEGEIN,2558,8,28,8546953,0,2,4,1
5/1/2020,1,Austria,Wien,71875,193,1197,5744151,437,26,17,7
5/1/2020,1,Austria,ST. PÖLTEN,337,1,6,26933,1,0,1,1
5/1/2020,1,Austria,SALZBURG,8870,24,147,708878,54,3,2,1
5/1/2020,1,Austria,Linz,13938,37,232,1113906,84,5,4,2
5/1/2020,1,Austria,Stolzalpe,7387,20,123,590359,45,3,1,1
5/1/2020,1,Austria,FELDKIRCH,3811,10,64,304570,24,1,2,1
5/1/2020,1,Austria,St. Pölten,5695,15,94,455137,35,2,2,1
5/1/2020,1,Belgium,ANTWERPEN,14258,40,190,2501778,240,2,2,1
5/1/2020,1,Belgium,MERELBEKE,8481,24,113,1488118,143,1,4,2
5/1/2020,1,Belgium,HERENTALS,18768,52,250,3293125,317,3,2,1
5/1/2020,1,Belgium,STEENOKKERZEEL,22496,63,299,3947258,379,3,6,5
5/1/2020,1,Belgium,SINT-TRUIDEN,23369,65,312,4100439,394,3,6,3
5/1/2020,1,Belgium,BRUXELLES,3719,10,49,652554,63,1,2,2
5/1/2020,1,Belgium,FERNELMONT,9406,26,125,1650423,158,1,2,1
5/1/2020,1,Belgium,OTTIGNIES,2937,8,39,515340,50,0,2,1
5/1/2020,1,Belgium,HEPPIGNIES,11852,33,158,2079610,200,2,3,1
5/1/2020,1,Belgium,LIEGE,7998,22,106,1403368,135,1,4,3
5/1/2020,1,Belgium,HORNU,4235,12,57,743094,71,1,3,2
5/1/2020,1,Belgium,LOUVAIN-LA-NEUVE,9407,26,125,1650598,158,1,2,1
5/1/2020,1,Belgium,AUDERGHEM,2994,8,40,525342,51,0,2,1
5/1/2020,1,Czechia,Brno,9817,7,12,6921375,0,8,6,3
5/1/2020,1,Czechia,Praha,20123,14,24,14187513,0,17,11,8
5/1/2020,1,Denmark,Allerød,9575,3,6,1246233,3,10,4,3
5/1/2020,1,Denmark,SLAGELSE,4133,1,3,537930,1,4,2,1
5/1/2020,1,Denmark,KØBENHAVN Ø,5429,2,3,706611,2,6,3,2
5/1/2020,1,Denmark,HOLSTEBRO,3641,1,2,473894,1,4,2,1
5/1/2020,1,Denmark,SILKEBORG,7610,2,5,990478,2,8,3,1
5/1/2020,1,Denmark,ODENSE C,6561,2,4,853946,2,7,2,1
5/1/2020,1,Denmark,HVIDOVRE,6731,2,5,876072,2,7,2,1
5/1/2020,1,Denmark,Sønderborg,4636,1,3,603398,1,5,3,1
5/1/2020,1,Denmark,AALBORG,4950,1,3,644267,1,5,2,1
5/1/2020,1,Denmark,NYKØBING,4110,1,3,534936,1,4,2,1
5/1/2020,1,Denmark,AARHUS N,5873,2,3,764399,2,6,3,2
5/1/2020,1,Denmark,Kolding,3723,1,2,484567,1,4,1,1
5/1/2020,1,Denmark,Århus N,4790,1,3,623442,1,5,2,1
5/1/2020,1,Denmark,Herlev,11622,3,7,1512660,3,12,2,2
5/1/2020,1,Estonia,TALLINN,21994,2,5,2391854,0,0,9,5
5/1/2020,1,Finland,HELSINKI,27719,17,160,9675104,0,7,9,4
5/1/2020,1,Finland,TURKU,6358,4,37,2219211,0,1,3,2
5/1/2020,1,Finland,TAMPERE,9420,6,55,3287979,0,2,3,1
5/1/2020,1,Finland,Oulu,7099,4,40,2477851,0,2,2,1
5/1/2020,1,France,LYON,28724,353,1866,31311439,2163,20,8,3
5/1/2020,1,France,ST OUEN L'AUMONE,84851,1043,5510,92494321,6392,58,9,1
5/1/2020,1,France,LILLE CEDEX,4690,58,305,5112472,353,3,3,2
5/1/2020,1,France,COQUELLES,5665,70,367,6175299,427,4,2,1
5/1/2020,1,France,MONTEVRAIN,6835,84,444,7450692,515,5,2,1
5/1/2020,1,France,LIBOURNE,7101,87,461,7740653,535,5,2,1
5/1/2020,1,France,TINTENIAC,7625,94,495,8311855,574,5,2,1
5/1/2020,1,France,MORTAGNE SUR SEVRE,4195,52,272,4572883,316,3,3,1
5/1/2020,1,France,ST MARTIN D HERES,5615,69,365,6120795,423,4,2,1
5/1/2020,1,France,BOULOGNE,2922,36,190,3185212,221,2,2,1
5/1/2020,1,France,SAINT DENIS,25133,309,1633,27396964,1893,17,1,1
5/1/2020,1,France,NICE,4880,60,317,5319587,368,3,2,1
5/1/2020,1,Germany,Bremen,5573,20,102,3264700,66,3,2,1
5/1/2020,1,Germany,Kiel,7483,26,137,4383590,90,5,4,3
5/1/2020,1,Germany,Mönchengladbach,29849,106,547,17485738,358,18,4,3
5/1/2020,1,Germany,Ludwigsburg,5130,18,94,3005187,61,3,3,2
5/1/2020,1,Germany,Hennigsdorf,69529,246,1274,40730539,831,42,19,12
5/1/2020,1,Germany,Stuttgart,8238,29,151,4825874,98,5,4,2
5/1/2020,1,Germany,Hamburg,33888,120,621,19851810,406,21,11,6
5/1/2020,1,Germany,Schüttorf,7204,26,132,4220150,86,4,2,1
5/1/2020,1,Germany,Memmingen,18351,65,336,10750135,220,11,5,2
5/1/2020,1,Germany,München,4842,17,89,2836475,58,3,4,4
5/1/2020,1,Germany,Aachen,8006,28,146,4689967,96,5,2,1
5/1/2020,1,Germany,Karlsruhe,2708,10,50,1586364,32,2,1,1
5/1/2020,1,Germany,Dresden,7442,26,137,4359572,89,5,4,2
5/1/2020,1,Germany,Frankfurt,12107,43,222,7092359,145,7,2,2
5/1/2020,1,Germany,Bamberg,8024,28,147,4700511,96,5,1,1
5/1/2020,1,Germany,Augsburg,38439,136,705,22517815,460,23,3,1
5/1/2020,1,Germany,Geesthacht,21412,76,393,12543288,257,13,3,1
5/1/2020,1,Germany,Baden-Baden,4301,15,79,2519554,52,3,1,1
5/1/2020,1,Germany,Villingen-Schwenningen,4905,17,90,2873381,60,3,2,1
5/1/2020,1,Germany,Berlin,26156,93,479,15322354,313,16,5,4
5/1/2020,1,Germany,Gießen,12798,45,234,7497151,152,8,2,1
5/1/2020,1,Germany,Düsseldorf,20831,74,382,12202935,248,13,4,2
5/1/2020,1,Germany,Erfurt,6612,23,121,3873352,79,4,3,2
5/1/2020,1,Germany,Leverkusen,11163,40,205,6539358,134,7,3,1
5/1/2020,1,Germany,Kaiserslautern,3987,14,73,2335610,47,2,2,1
5/1/2020,1,Germany,Potsdam,8830,31,162,5172671,106,5,3,1
5/1/2020,1,Germany,Koblenz,5360,19,99,3139923,64,3,1,1
5/1/2020,1,Germany,Leipzig,9003,32,165,5274016,108,5,3,1
5/1/2020,1,Germany,Dortmund,9305,33,171,5450929,112,6,2,1
5/1/2020,1,United Kingdom,Manchester,2327,97,441,15224766,2131,4,2,2
5/1/2020,1,United Kingdom,Kettering,11948,499,2267,78171680,10941,19,5,1
5/1/2020,1,United Kingdom,London,12559,524,2383,82169244,11501,20,5,1
